time_s,activity
1.949695944786071777e+00,0.000000000000000000e+00
1.957888007164001465e+00,0.000000000000000000e+00
1.966079950332641602e+00,7.324218750000000000e-04
1.974272012710571289e+00,2.441406250000000000e-04
1.982463955879211426e+00,4.882812500000000000e-04
1.990656018257141113e+00,2.441406250000000000e-04
1.998847961425781250e+00,7.324218750000000000e-04
2.007040023803710938e+00,0.000000000000000000e+00
2.015232086181640625e+00,1.220703125000000000e-03
2.023423910140991211e+00,2.441406250000000000e-04
2.031615972518920898e+00,7.324218750000000000e-04
2.039808034896850586e+00,7.324218750000000000e-04
2.048000097274780273e+00,2.441406250000000000e-04
2.056191921234130859e+00,0.000000000000000000e+00
2.064383983612060547e+00,0.000000000000000000e+00
2.072576045989990234e+00,1.220703125000000000e-03
2.080768108367919922e+00,7.324218750000000000e-04
2.088959932327270508e+00,2.441406250000000000e-04
2.097151994705200195e+00,7.324218750000000000e-04
2.105344057083129883e+00,4.882812500000000000e-04
2.113535881042480469e+00,9.765625000000000000e-04
2.121727943420410156e+00,2.441406250000000000e-04
2.129920005798339844e+00,7.324218750000000000e-04
2.138112068176269531e+00,2.441406250000000000e-04
2.146303892135620117e+00,0.000000000000000000e+00
2.154495954513549805e+00,7.324218750000000000e-04
2.162688016891479492e+00,1.708984375000000000e-03
2.170880079269409180e+00,4.882812500000000000e-04
2.179071903228759766e+00,4.882812500000000000e-04
2.187263965606689453e+00,7.324218750000000000e-04
2.195456027984619141e+00,2.441406250000000000e-04
2.203648090362548828e+00,7.324218750000000000e-04
2.211839914321899414e+00,2.441406250000000000e-04
2.220031976699829102e+00,4.882812500000000000e-04
2.228224039077758789e+00,4.882812500000000000e-04
2.236416101455688477e+00,2.441406250000000000e-04
2.244607925415039062e+00,2.441406250000000000e-04
2.252799987792968750e+00,2.441406250000000000e-04
2.260992050170898438e+00,2.441406250000000000e-04
2.269184112548828125e+00,4.882812500000000000e-04
2.277375936508178711e+00,1.220703125000000000e-03
2.285567998886108398e+00,4.882812500000000000e-04
2.293760061264038086e+00,4.882812500000000000e-04
2.301951885223388672e+00,7.324218750000000000e-04
